Age,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,mental_health_consequence,coworkers,supervisor,obs_consequence,Gender_Cleaned,benefits_n,care_n,wellness_n,help_n,anon_n,leave_n,support_score,state_full,remote_n,tech_n,self_n,size_n,consequence_n
42,No,No,No,Never,100-500,No,No,Maybe,Yes,Yes,No,Male,1.0,0.0,1.0,0.0,0.5,0.0,2.5,Kansas,0,0,0,4,1
47,No,Yes,Yes,Sometimes,More than 1000,No,Yes,No,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,0.5,1.0,5.5,California,0,1,0,6,0
22,No,No,No,Don't know,More than 1000,No,Yes,No,Some of them,Yes,No,Male,1.0,0.5,1.0,0.5,1.0,0.5,4.5,California,0,1,0,6,0
33,No,No,Yes,Sometimes,500-1000,Yes,Yes,No,Some of them,Some of them,No,Female,1.0,1.0,1.0,1.0,0.5,1.0,5.5,New York,1,1,0,5,0
25,No,No,No,Sometimes,6-25,No,Yes,Maybe,Some of them,No,No,Female,0.0,0.0,0.0,0.0,0.0,0.75,0.75,Washington,0,1,0,2,1
29,No,No,No,Don't know,More than 1000,No,Yes,Maybe,No,No,No,Male,0.5,0.5,0.0,0.5,0.5,0.5,2.5,California,0,1,0,6,1
39,No,No,No,Never,26-100,No,Yes,No,Yes,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Washington,0,1,0,3,0
38,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,No,Male,1.0,0.5,1.0,1.0,1.0,0.5,5.0,Virginia,0,1,0,6,2
43,No,No,No,Don't know,6-25,Yes,Yes,Maybe,Some of them,No,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,North Carolina,1,1,0,2,1
46,No,No,Yes,Rarely,500-1000,Yes,Yes,No,Some of them,Yes,No,Male,1.0,0.5,1.0,1.0,1.0,0.5,5.0,Ohio,1,1,0,5,0
38,No,Yes,Yes,Sometimes,More than 1000,No,No,Maybe,Yes,Yes,Yes,Female,1.0,1.0,1.0,1.0,1.0,1.0,6.0,Pennsylvania,0,0,0,6,1
62,No,No,No,Never,More than 1000,No,Yes,Maybe,Some of them,Yes,No,Male,1.0,1.0,0.5,1.0,0.5,0.5,4.5,California,0,1,0,6,1
23,No,No,No,Don't know,More than 1000,No,No,Maybe,Some of them,Some of them,No,Female,0.5,0.5,0.5,0.5,1.0,0.5,3.5,Texas,0,0,0,6,1
35,No,No,No,Don't know,More than 1000,No,No,Maybe,No,No,No,Male,0.0,0.0,0.0,0.0,0.5,0.5,1.0,Arizona,0,0,0,6,1
36,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Maybe,Some of them,Yes,No,Male,0.5,1.0,0.5,0.0,1.0,0.25,3.25,Illinois,1,1,1,1,1
29,No,No,Yes,Sometimes,6-25,No,Yes,No,No,Some of them,No,Male,1.0,1.0,0.0,1.0,1.0,1.0,5.0,North Carolina,0,1,0,2,0
39,No,Yes,Yes,Often,26-100,Yes,Yes,Yes,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,0.5,0.75,5.25,Wisconsin,1,1,0,3,2
26,No,Yes,Yes,Never,More than 1000,No,Yes,Maybe,No,No,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,California,0,1,0,6,1
22,No,Yes,Yes,Sometimes,500-1000,No,Yes,No,Some of them,Some of them,Yes,Female,1.0,1.0,0.0,0.5,0.5,0.5,3.5,California,0,1,0,5,0
26,No,Yes,Yes,Often,100-500,No,No,Maybe,No,No,No,Female,0.5,0.0,0.0,0.0,0.5,0.25,1.25,Minnesota,0,0,0,4,1
31,No,Yes,Yes,Rarely,100-500,No,Yes,No,Yes,Yes,No,Female,1.0,1.0,0.0,0.0,1.0,0.75,3.75,Pennsylvania,0,1,0,4,0
28,No,Yes,Yes,Often,100-500,Yes,Yes,Yes,Some of them,Some of them,Yes,Female,1.0,0.0,0.0,0.5,0.5,0.5,2.5,California,1,1,0,4,2
36,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Some of them,Yes,No,Male,1.0,0.0,0.0,1.0,0.5,0.25,2.75,California,0,1,0,6,2
21,No,Yes,No,Don't know,More than 1000,No,Yes,No,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,0.5,5.5,California,0,1,0,6,0
25,No,Yes,No,Don't know,500-1000,No,No,Maybe,Some of them,Some of them,No,Female,0.5,0.5,0.0,0.0,0.5,0.5,2.0,California,0,0,0,5,1
33,No,No,No,Don't know,26-100,No,Yes,Yes,Some of them,No,No,Male,0.5,0.0,0.5,0.5,0.5,0.5,2.5,New York,0,1,0,3,2
24,No,No,No,Don't know,More than 1000,No,Yes,Maybe,Some of them,Some of them,No,Male,0.5,0.5,0.5,0.5,0.5,0.5,3.0,California,0,1,0,6,1
65,Yes,No,No,Don't know,6-25,Yes,No,Maybe,Some of them,No,No,Male,0.0,0.0,0.0,0.0,0.5,1.0,1.5,Florida,1,0,1,2,1
27,No,Yes,Yes,Sometimes,100-500,Yes,Yes,No,Some of them,No,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,Oregon,1,1,0,4,0
36,No,No,Yes,Rarely,26-100,No,Yes,No,Some of them,Some of them,No,Male,0.5,0.5,0.0,0.5,0.5,0.5,2.5,Colorado,0,1,0,3,0
28,No,No,Yes,Sometimes,More than 1000,No,Yes,Maybe,Some of them,No,No,Male,1.0,1.0,0.0,0.0,1.0,0.25,3.25,Georgia,0,1,0,6,1
39,No,No,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,Yes,No,Male,1.0,0.5,1.0,0.5,1.0,0.5,4.5,Oregon,0,1,0,5,2
32,No,No,Yes,Sometimes,More than 1000,No,Yes,No,Yes,Some of them,No,Male,1.0,0.0,0.0,1.0,0.5,0.75,3.25,California,0,1,0,6,0
31,No,Yes,No,Sometimes,More than 1000,No,Yes,Maybe,No,Some of them,No,Male,1.0,0.5,0.5,0.5,0.5,0.75,3.75,California,0,1,0,6,1
38,No,Yes,Yes,Sometimes,100-500,No,Yes,Maybe,Some of them,No,No,Male,0.5,0.0,0.0,0.0,0.5,0.5,1.5,Pennsylvania,0,1,0,4,1
23,No,Yes,Yes,Rarely,1-5,No,Yes,Maybe,Some of them,Yes,No,Male,0.0,1.0,0.0,0.0,0.5,0.5,2.0,California,0,1,0,1,1
42,No,No,Yes,Often,More than 1000,No,Yes,Maybe,Yes,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,0.75,5.75,California,0,1,0,6,1
27,No,No,No,Sometimes,500-1000,No,Yes,No,Some of them,Yes,No,Female,0.5,0.5,0.5,1.0,0.5,0.5,3.5,New York,0,1,0,5,0
26,No,Yes,Yes,Sometimes,26-100,No,Yes,No,Yes,Yes,Yes,Female,1.0,1.0,0.0,0.0,1.0,0.25,3.25,Massachusetts,0,1,0,3,0
37,No,Yes,No,Never,26-100,No,Yes,No,Yes,Yes,No,Male,0.5,0.0,0.0,0.5,0.5,0.75,2.25,Pennsylvania,0,1,0,3,0
23,No,No,No,Don't know,26-100,No,Yes,No,Yes,Yes,No,Male,0.5,0.0,0.5,0.0,0.5,0.5,2.0,Rhode Island,0,1,0,3,0
33,No,Yes,No,Sometimes,6-25,Yes,Yes,No,Some of them,Yes,No,Male,0.5,0.5,0.0,0.0,1.0,1.0,3.0,Michigan,1,1,0,2,0
34,No,Yes,Yes,Sometimes,26-100,Yes,No,Maybe,Some of them,Some of them,No,Male,1.0,0.0,0.0,0.0,0.5,0.5,2.0,Illinois,1,0,0,3,1
41,No,Yes,Yes,Often,More than 1000,No,Yes,Maybe,Some of them,Some of them,Yes,Male,1.0,0.0,0.0,0.0,0.5,0.5,2.0,California,0,1,0,6,1
50,No,Yes,No,Don't know,100-500,Yes,Yes,No,Some of them,Yes,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,Oregon,1,1,0,4,0
35,No,No,No,Never,6-25,No,Yes,No,Some of them,Yes,No,Male,0.0,1.0,0.0,0.0,1.0,1.0,3.0,Indiana,0,1,0,2,0
40,No,No,No,Never,26-100,No,No,Maybe,Yes,Yes,No,Female,0.5,0.5,0.0,0.0,0.5,0.75,2.25,Massachusetts,0,0,0,3,1
29,No,No,No,Never,26-100,No,Yes,Maybe,Some of them,Some of them,Yes,Female,1.0,1.0,1.0,0.0,1.0,0.5,4.5,Michigan,0,1,0,3,1
31,No,Yes,Yes,Sometimes,6-25,No,Yes,Maybe,Yes,Yes,No,Male,0.0,0.0,0.0,0.0,0.5,0.75,1.25,Ohio,0,1,0,2,1
43,No,No,Yes,Sometimes,6-25,No,Yes,No,Yes,Yes,No,Male,0.0,1.0,0.0,0.0,0.5,0.75,2.25,Ohio,0,1,0,2,0
34,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Maybe,Some of them,Some of them,Yes,Male,1.0,1.0,0.0,0.0,0.5,0.5,3.0,New Hampshire,1,1,0,3,1
29,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Some of them,Some of them,No,Male,0.5,0.0,0.0,0.0,0.0,0.25,0.75,Ohio,0,1,0,3,2
41,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Maybe,Some of them,Some of them,No,Male,1.0,0.5,1.0,1.0,0.5,0.5,4.5,Tennessee,0,1,0,6,1
29,No,Yes,No,Never,100-500,No,Yes,No,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,0.5,0.5,5.0,Oregon,0,1,0,4,0
23,No,No,No,Rarely,100-500,No,Yes,No,Some of them,Some of them,No,Male,1.0,0.5,0.5,0.5,0.5,0.5,3.5,Pennsylvania,0,1,0,4,0
31,No,No,No,Don't know,26-100,Yes,Yes,Yes,No,No,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,New York,1,1,0,3,2
43,No,No,No,Don't know,500-1000,Yes,Yes,No,Yes,Yes,No,Male,0.5,0.5,0.5,0.5,0.5,0.5,3.0,Washington,1,1,0,5,0
31,No,Yes,Yes,Rarely,100-500,No,Yes,Yes,Some of them,No,Yes,Male,0.0,0.0,0.0,0.5,0.5,0.25,1.25,New York,0,1,0,4,2
29,No,Yes,No,Often,100-500,No,Yes,No,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,0.5,0.5,5.0,California,0,1,0,4,0
35,Yes,Yes,No,Don't know,6-25,Yes,Yes,No,Yes,Yes,No,Male,0.0,0.0,1.0,1.0,0.5,1.0,3.5,Tennessee,1,1,1,2,0
33,No,Yes,Yes,Sometimes,100-500,No,No,Yes,No,No,No,Male,1.0,0.5,0.0,0.0,1.0,0.25,2.75,Wisconsin,0,0,0,4,2
30,Yes,Yes,Yes,Often,1-5,Yes,No,No,Yes,Yes,No,Female,0.0,1.0,0.0,1.0,1.0,0.25,3.25,Wisconsin,1,0,1,1,0
27,No,No,No,Don't know,More than 1000,No,Yes,Maybe,No,No,No,Male,1.0,0.5,0.5,0.5,1.0,0.5,4.0,Pennsylvania,0,1,0,6,1
32,No,No,No,Sometimes,100-500,No,Yes,Maybe,Some of them,Some of them,No,Male,0.0,1.0,0.0,0.0,0.5,0.5,2.0,Michigan,0,1,0,4,1
50,No,No,No,Sometimes,1-5,Yes,Yes,Yes,Some of them,Some of them,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,Wyoming,1,1,0,1,2
24,No,No,No,Never,26-100,No,No,Maybe,Some of them,No,No,Male,0.5,0.5,0.0,0.0,0.5,0.5,2.0,Kentucky,0,0,0,3,1
27,No,No,No,Don't know,26-100,No,Yes,No,Yes,Yes,No,Male,0.5,0.0,0.0,0.0,0.5,0.5,1.5,New York,0,1,0,3,0
32,No,No,Yes,Sometimes,6-25,No,Yes,No,Some of them,Yes,No,Male,0.0,1.0,0.0,0.0,1.0,0.75,2.75,Texas,0,1,0,2,0
42,Yes,No,No,Rarely,6-25,Yes,No,No,Some of them,Yes,No,Male,0.0,1.0,0.0,0.0,0.5,1.0,2.5,Wisconsin,1,0,1,2,0
37,No,No,No,Often,More than 1000,No,No,Maybe,Some of them,No,No,Male,0.5,0.0,0.0,0.0,0.5,0.5,1.5,Washington,0,0,0,6,1
29,No,No,No,Rarely,More than 1000,No,Yes,Yes,Some of them,No,No,Male,1.0,0.0,0.0,0.0,0.5,1.0,2.5,Washington,0,1,0,6,2
30,Yes,No,Yes,Often,6-25,Yes,Yes,No,Yes,Yes,No,Male,0.0,0.5,0.0,1.0,0.5,0.25,2.25,Georgia,1,1,1,2,0
35,No,No,No,Never,26-100,No,Yes,No,Some of them,Some of them,No,Male,1.0,0.0,1.0,0.5,0.5,0.5,3.5,Michigan,0,1,0,3,0
35,No,Yes,Yes,Rarely,100-500,Yes,No,Yes,Some of them,No,No,Male,1.0,1.0,0.0,0.0,1.0,0.0,3.0,Maryland,1,0,0,4,2
31,No,No,Yes,Often,26-100,Yes,Yes,Maybe,Some of them,Some of them,No,Female,1.0,1.0,0.0,0.0,0.5,1.0,3.5,Washington,1,1,0,3,1
23,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,No,Female,1.0,1.0,1.0,1.0,1.0,0.75,5.75,California,0,1,0,6,2
31,No,Yes,Yes,Sometimes,100-500,No,Yes,No,Some of them,Some of them,No,Female,0.5,0.0,0.0,0.0,0.5,0.5,1.5,Oregon,0,1,0,4,0
28,No,Yes,Yes,Rarely,500-1000,No,Yes,Maybe,No,Some of them,No,Female,1.0,1.0,1.0,1.0,0.5,0.25,4.75,California,0,1,0,5,1
34,Yes,Yes,Yes,Sometimes,6-25,No,Yes,No,Some of them,Some of them,No,Male,0.0,1.0,0.0,0.0,1.0,0.75,2.75,California,0,1,1,2,0
28,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Some of them,Some of them,Yes,Male,1.0,0.5,0.0,0.5,0.5,0.5,3.0,Michigan,1,1,0,3,2
56,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,Some of them,Some of them,No,Male,1.0,1.0,0.0,0.0,0.5,0.5,3.0,Massachusetts,0,1,0,2,2
34,No,No,Yes,Sometimes,100-500,Yes,Yes,Maybe,Some of them,Yes,No,Female,1.0,1.0,0.0,0.5,0.5,0.75,3.75,California,1,1,0,4,1
57,No,No,No,Never,26-100,No,Yes,Yes,No,No,Yes,Male,1.0,1.0,0.0,1.0,1.0,0.25,4.25,California,0,1,0,3,2
39,No,No,No,Rarely,More than 1000,Yes,No,No,Some of them,Some of them,No,Male,0.5,0.0,1.0,1.0,0.5,0.5,3.5,Florida,1,0,0,6,0
32,No,No,Yes,Never,500-1000,No,No,Maybe,No,No,No,Male,1.0,0.5,1.0,1.0,0.5,1.0,5.0,Washington,0,0,0,5,1
32,No,No,No,Never,More than 1000,No,Yes,Maybe,Some of them,Some of them,No,Male,0.5,0.5,0.5,0.5,0.5,0.5,3.0,California,0,1,0,6,1
23,No,Yes,No,Sometimes,6-25,No,Yes,Maybe,No,No,No,Male,0.5,0.5,0.0,0.5,0.5,0.5,2.5,North Carolina,0,1,0,2,1
28,No,No,Yes,Sometimes,26-100,Yes,No,No,Some of them,Yes,No,Male,0.5,0.5,0.0,0.5,0.5,0.5,2.5,Illinois,1,0,0,3,0
29,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,No,No,No,Female,0.5,0.0,0.0,0.0,0.5,0.5,1.5,Ohio,0,1,0,2,2
45,No,No,Yes,Often,1-5,Yes,Yes,No,Yes,Yes,No,Male,1.0,0.5,0.0,1.0,0.5,1.0,4.0,Virginia,1,1,0,1,0
38,No,No,Yes,Sometimes,More than 1000,No,No,No,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,0.5,0.5,5.0,Minnesota,0,0,0,6,0
19,No,Yes,Yes,Often,26-100,No,No,Maybe,No,No,No,Female,0.5,0.5,0.0,0.0,0.5,0.25,1.75,Missouri,0,0,0,3,1
33,No,Yes,Yes,Rarely,More than 1000,No,Yes,No,Some of them,Yes,No,Female,1.0,1.0,1.0,1.0,1.0,0.75,5.75,North Carolina,0,1,0,6,0
49,No,Yes,Yes,Sometimes,100-500,No,Yes,Maybe,Some of them,Yes,No,Male,1.0,0.5,1.0,1.0,1.0,0.75,5.25,New York,0,1,0,4,1
28,No,No,No,Don't know,26-100,Yes,Yes,Maybe,Some of them,No,No,Male,0.5,0.0,0.0,0.0,0.5,0.5,1.5,New Mexico,1,1,0,3,1
39,No,No,No,Don't know,More than 1000,Yes,No,Yes,No,No,No,Female,0.0,1.0,0.0,0.0,0.5,0.0,1.5,Texas,1,0,0,6,2
29,No,No,No,Don't know,6-25,No,Yes,Maybe,Some of them,No,No,Male,0.0,0.0,0.0,0.5,0.5,0.25,1.25,South Carolina,0,1,0,2,1
30,No,No,No,Don't know,100-500,No,No,Maybe,Some of them,Yes,No,Male,1.0,0.0,0.0,0.5,0.5,0.5,2.5,Florida,0,0,0,4,1
33,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,No,Yes,Yes,Yes,Male,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Washington,1,1,1,1,0
37,No,Yes,Yes,Sometimes,100-500,No,Yes,Maybe,Yes,Yes,No,Male,1.0,1.0,0.5,0.5,1.0,0.5,4.5,California,0,1,0,4,1
23,No,No,Yes,Often,26-100,No,No,No,Some of them,Yes,No,Male,1.0,1.0,1.0,0.0,1.0,0.75,4.75,Ohio,0,0,0,3,0
43,No,Yes,Yes,Sometimes,26-100,No,No,Yes,No,No,No,Male,1.0,0.5,0.0,1.0,0.5,0.75,3.75,Tennessee,0,0,0,3,2
26,No,No,No,Never,26-100,No,Yes,Yes,Some of them,No,No,Male,0.5,0.5,0.0,0.0,0.5,0.5,2.0,New York,0,1,0,3,2
32,Yes,No,Yes,Sometimes,1-5,Yes,Yes,No,Yes,Yes,No,Male,0.5,0.5,0.5,0.5,0.5,1.0,3.5,New York,1,1,1,1,0
37,No,No,No,Don't know,26-100,Yes,Yes,Yes,Some of them,No,No,Female,0.5,0.5,0.0,0.5,0.5,0.5,2.5,Missouri,1,1,0,3,2
29,No,No,Yes,Often,26-100,No,Yes,No,Yes,Yes,No,Male,1.0,1.0,0.0,0.0,1.0,1.0,4.0,New York,0,1,0,3,0
30,No,Yes,No,Never,100-500,No,Yes,No,Some of them,Yes,No,Male,0.5,0.0,0.0,0.5,0.5,1.0,2.5,Tennessee,0,1,0,4,0
29,No,No,No,Never,6-25,No,Yes,Maybe,Some of them,Some of them,No,Male,1.0,1.0,0.0,1.0,1.0,0.5,4.5,Colorado,0,1,0,2,1
32,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Some of them,No,No,Male,1.0,1.0,0.5,0.5,0.5,0.0,3.5,Pennsylvania,1,1,1,1,2
37,Yes,No,No,Don't know,6-25,Yes,Yes,No,Yes,Yes,No,Male,1.0,1.0,1.0,0.0,1.0,0.75,4.75,New York,1,1,1,2,0
27,No,No,No,Don't know,26-100,No,Yes,No,Yes,Yes,No,Male,1.0,0.5,0.0,0.5,0.5,0.5,3.0,Minnesota,0,1,0,3,0
25,No,Yes,Yes,Never,6-25,Yes,Yes,Yes,Some of them,Yes,No,Male,0.5,0.0,1.0,0.5,0.5,0.5,3.0,Missouri,1,1,0,2,2
33,No,Yes,Yes,Sometimes,1-5,No,No,No,Some of them,Yes,No,Male,0.0,1.0,0.0,0.0,0.5,0.5,2.0,Wyoming,0,0,0,1,0
29,No,No,No,Don't know,More than 1000,No,No,No,Yes,Yes,No,Male,0.5,0.5,0.5,0.5,0.5,0.5,3.0,Minnesota,0,0,0,6,0
29,No,No,No,Don't know,6-25,Yes,Yes,No,Yes,Yes,No,Male,0.5,0.5,0.0,0.0,0.5,1.0,2.5,Maryland,1,1,0,2,0
31,No,No,No,Don't know,26-100,No,No,No,Yes,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,0.5,5.5,Kentucky,0,0,0,3,0
5,No,No,No,Don't know,100-500,No,Yes,No,Yes,Yes,No,Male,0.5,0.5,0.0,0.0,0.5,0.75,2.25,Ohio,0,1,0,4,0
43,No,No,No,Don't know,More than 1000,No,No,No,Some of them,Yes,No,Male,1.0,1.0,0.5,1.0,1.0,0.5,5.0,New York,0,0,0,6,0
36,No,Yes,Yes,Sometimes,More than 1000,Yes,No,Yes,No,No,No,Male,0.5,0.0,0.5,0.5,0.5,0.5,2.5,Tennessee,1,0,0,6,2
31,No,Yes,Yes,Sometimes,26-100,No,Yes,Maybe,Some of them,Yes,No,Male,1.0,1.0,0.0,0.5,0.5,0.75,3.75,Texas,0,1,0,3,1
36,No,No,Yes,Sometimes,100-500,Yes,Yes,Maybe,Some of them,Some of them,No,Male,1.0,1.0,0.0,0.0,0.5,0.0,2.5,Ohio,1,1,0,4,1
30,Yes,No,Yes,Sometimes,26-100,Yes,Yes,No,Some of them,Some of them,No,Male,0.5,0.5,0.5,0.5,0.5,0.5,3.0,Texas,1,1,1,3,0
35,No,Yes,Yes,Rarely,6-25,No,Yes,No,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,1.0,6.0,California,0,1,0,2,0
37,No,Yes,Yes,Sometimes,100-500,No,Yes,Maybe,Some of them,Some of them,No,Male,0.5,0.5,0.5,0.5,0.5,0.5,3.0,Michigan,0,1,0,4,1
36,No,No,No,Never,More than 1000,No,Yes,No,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,1.0,6.0,California,0,1,0,6,0
29,No,Yes,Yes,Sometimes,26-100,Yes,No,Maybe,Some of them,Yes,No,Female,0.5,0.0,0.0,0.5,0.5,0.5,2.0,Oregon,1,0,0,3,1
38,No,Yes,Yes,Sometimes,26-100,No,No,Maybe,No,No,No,Female,1.0,0.5,0.0,0.5,0.5,0.5,3.0,North Carolina,0,0,0,3,1
26,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,No,Male,1.0,0.0,1.0,0.5,0.5,0.25,3.25,California,0,1,0,6,2
21,No,No,Yes,Often,More than 1000,No,No,Yes,Some of them,Some of them,Yes,Male,0.0,1.0,0.0,0.0,0.0,0.5,1.5,Illinois,0,0,0,6,2
37,No,Yes,Yes,Rarely,26-100,No,No,Maybe,Yes,Some of them,No,Female,1.0,1.0,1.0,1.0,0.5,0.5,5.0,California,0,0,0,3,1
27,No,No,Yes,Sometimes,100-500,No,Yes,Yes,Some of them,No,No,Female,0.5,0.5,1.0,0.5,0.5,0.75,3.75,California,0,1,0,4,2
33,Yes,Yes,Yes,Sometimes,1-5,No,Yes,Maybe,Some of them,No,No,Female,1.0,1.0,1.0,1.0,1.0,0.75,5.75,Arizona,0,1,1,1,1
36,No,No,Yes,Never,6-25,Yes,Yes,Maybe,Some of them,Some of them,No,Female,1.0,0.0,0.0,0.0,0.5,0.5,2.0,California,1,1,0,2,1
33,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Maybe,Yes,Yes,No,Male,0.0,1.0,0.0,0.0,1.0,1.0,3.0,Virginia,1,1,1,1,1
43,No,No,No,Sometimes,6-25,Yes,Yes,Maybe,No,No,No,Male,0.5,0.0,0.0,0.5,0.5,0.5,2.0,Virginia,1,1,0,2,1
27,No,No,No,Don't know,More than 1000,No,Yes,Maybe,Some of them,Yes,No,Female,0.5,0.5,0.0,1.0,0.5,0.5,3.0,Washington,0,1,0,6,1
33,No,No,Yes,Sometimes,6-25,Yes,Yes,No,Yes,Yes,No,Male,0.0,1.0,0.0,0.0,1.0,0.25,2.25,Wisconsin,1,1,0,2,0
33,Yes,No,No,Don't know,1-5,No,Yes,No,Yes,Yes,No,Male,0.5,0.0,0.0,0.0,0.5,0.5,1.5,California,0,1,1,1,0
25,No,No,No,Don't know,6-25,No,Yes,No,Some of them,Yes,No,Male,0.5,0.0,0.0,0.0,0.5,0.5,1.5,California,0,1,0,2,0
25,No,Yes,Yes,Sometimes,More than 1000,No,No,Maybe,Some of them,Some of them,Yes,Male,1.0,1.0,1.0,1.0,1.0,0.5,5.5,Nebraska,0,0,0,6,1
25,No,Yes,Yes,Sometimes,26-100,No,Yes,Maybe,Some of them,Some of them,No,Male,1.0,1.0,0.5,0.5,1.0,0.5,4.5,Colorado,0,1,0,3,1
33,No,No,Yes,Sometimes,More than 1000,No,Yes,Maybe,Some of them,Some of them,No,Male,1.0,1.0,0.5,0.5,0.5,0.5,4.0,New York,0,1,0,6,1
37,No,No,Yes,Often,6-25,Yes,Yes,Yes,Some of them,Some of them,Yes,Female,0.5,0.5,0.0,0.0,1.0,0.25,2.25,Texas,1,1,0,2,2
35,No,No,Yes,Sometimes,100-500,No,No,Yes,No,Some of them,Yes,Female,1.0,0.0,0.0,0.0,1.0,0.0,2.0,Louisiana,0,0,0,4,2
22,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Some of them,Some of them,Yes,Female,0.5,0.5,0.5,0.5,0.5,0.0,2.5,Washington,0,1,0,6,2
38,No,No,No,Never,26-100,No,Yes,Maybe,Some of them,Yes,Yes,Male,1.0,1.0,0.0,0.0,0.5,0.75,3.25,Michigan,0,1,0,3,1
32,No,Yes,Yes,Often,100-500,No,Yes,Yes,Some of them,Yes,No,Female,1.0,0.0,0.0,0.5,0.5,0.5,2.5,California,0,1,0,4,2
35,No,No,Yes,Sometimes,100-500,Yes,Yes,Maybe,Some of them,No,No,Female,0.5,0.0,0.5,0.5,0.5,1.0,3.0,California,1,1,0,4,1
29,No,No,No,Never,100-500,No,No,Yes,Yes,Yes,No,Male,1.0,1.0,1.0,0.0,1.0,1.0,5.0,Maryland,0,0,0,4,2
23,No,Yes,Yes,Sometimes,6-25,No,Yes,No,Some of them,Yes,No,Male,0.0,1.0,0.0,0.0,0.5,1.0,2.5,California,0,1,0,2,0
39,No,No,No,Don't know,26-100,Yes,Yes,Yes,No,No,No,Male,1.0,0.0,0.0,0.0,0.5,0.5,2.0,Connecticut,1,1,0,3,2
30,No,No,No,Don't know,More than 1000,No,Yes,No,Some of them,No,No,Female,1.0,1.0,1.0,1.0,1.0,1.0,6.0,California,0,1,0,6,0
28,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Some of them,Some of them,Yes,Female,0.0,1.0,0.0,0.0,0.5,0.25,1.75,California,0,1,0,3,2
40,No,Yes,Yes,Sometimes,100-500,No,No,Maybe,Some of them,Yes,Yes,Female,1.0,1.0,1.0,1.0,1.0,0.5,5.5,Washington,0,0,0,4,1
36,No,Yes,No,Don't know,6-25,No,Yes,No,No,Some of them,No,Female,0.5,0.0,0.0,0.5,0.5,0.5,2.0,California,0,1,0,2,0
27,No,No,No,Don't know,26-100,Yes,Yes,No,Yes,Yes,No,Male,0.5,0.5,0.0,0.5,0.5,1.0,3.0,Indiana,1,1,0,3,0
41,No,Yes,No,Sometimes,More than 1000,No,Yes,Maybe,Some of them,Some of them,No,Male,1.0,1.0,0.0,1.0,0.5,0.5,4.0,Texas,0,1,0,6,1
35,No,No,Yes,Often,1-5,No,No,Yes,Some of them,Some of them,Yes,Male,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Missouri,0,0,0,1,2
28,No,No,Yes,Never,6-25,Yes,Yes,Maybe,Some of them,Some of them,No,Male,0.0,1.0,0.0,0.0,0.5,0.5,2.0,Nevada,1,1,0,2,1
39,No,No,No,Sometimes,26-100,No,Yes,Yes,No,No,No,Female,0.5,0.5,0.0,0.5,0.5,0.5,2.5,Washington,0,1,0,3,2
39,No,Yes,Yes,Sometimes,500-1000,No,Yes,Maybe,Some of them,Yes,No,Male,1.0,1.0,1.0,1.0,1.0,0.0,5.0,Florida,0,1,0,5,1
40,No,Yes,Yes,Sometimes,100-500,No,No,Yes,Some of them,No,No,Female,1.0,0.5,1.0,0.5,0.5,0.5,4.0,Washington,0,0,0,4,2
38,No,No,No,Never,More than 1000,Yes,Yes,Yes,No,No,No,Male,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Illinois,1,1,0,6,2
